Scene ID,Chapter,Sentence Count,Duration (Sec),Visual Summary,Video Prompt
CH02_SC005c,2,1,5,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing a magnifying glass scanning a list of names, with a red strike-through line appearing over the search area, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC005d,2,1,4,"Cổng sắt Nhà Trắng đóng kín dưới cơn mưa đêm lạnh lẽo, đèn cửa sổ màu xanh.","steady shot showing the silhouette of a man in a suit writing at a large wooden desk inside a circular office, with a large window showing a garden outside, set against a dark violet and amber gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC005e,2,2,8,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing a vintage hardback book with the English title ""MEMOIRS 1939"" sitting on a desk, slowly opening to reveal blank pages, set against a dark teal gradient background. Symmetrical composition, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC005f,2,1,6,"Cổng sắt Nhà Trắng đóng kín dưới cơn mưa đêm lạnh lẽo, đèn cửa sổ màu xanh.","steady shot showing a metal filing cabinet drawer pulling open, with folders labeled ""OFFICIAL CORRESPONDENCE 1917"" in English, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC005g,2,1,4,"Cổng sắt Nhà Trắng đóng kín dưới cơn mưa đêm lạnh lẽo, đèn cửa sổ màu xanh.","steady shot showing a paper crown sitting on a desk under a harsh blue spotlight, slowly crumpling and collapsing, set against a dark charcoal gradient background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC005h,2,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đó là sản phẩm hư cấu do Hill thêu dệt để bán niềm tin cho những người đang tuyệt vọng tìm lối thoát tài chính.","steady shot showing the clean black silhouette of a man standing on a stage blowing glowing gold bubbles into a crowd of silhouettes holding empty bowls, set against a dark purple and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006a,2,1,7," Silhouette người đàn ông ngồi co chân trên sàn nhà tối tăm, ôm đầu lo âu.","steady shot showing the clean black silhouette of a man sitting huddled on the floor of a dark room, hugging his knees in anxiety, under a cold blue spotlight, set against a dark navy gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006b,2,1,8," Silhouette người đàn ông ngồi co chân trên sàn nhà tối tăm, ôm đầu lo âu.","slow camera panning showing the clean black silhouette of a person standing at a crossroads in a dark forest, with multiple pathways winding into the shadows, set against a dark violet and gray gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006c,2,1,8,"Bóng đen khổng lồ của một thẩm phán cầm búa gỗ ngự trị trên nền sáng.","steady shot showing the giant clean black silhouette of a judge holding a wooden gavel, towering over a group of tiny silhouettes looking upwards, set against a bright yellow and dark teal gradient background. Symmetrical composition, high contrast. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006d,2,1,8,"Napoleon Hill trao chiếc huy chương vàng cho Thomas Edison, ánh đèn flash máy ảnh bùng sáng.","slow camera panning showing a flat 2D vector graphic of three glowing seals of approval with signatures of an inventor and a president, stamped on a document, on a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006e,2,1,8,"Một chiếc hố đen hút những đồng tiền vàng vào hư vô.","steady shot showing a dark, swirling black hole in the center of the screen, slowly drawing in glowing gold coins and open books, set against a dark purple and indigo gradient background. High contrast, cosmic lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC006f,2,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ sẵn sàng bỏ qua những mâu thuẫn hiển nhiên trong sách chỉ để bảo vệ niềm tin rằng mình đang sở hữu bí mật của những bộ óc vĩ đại nhất lịch sử.","steady shot showing the clean black silhouette of a person wearing a blindfold, walking happily towards a cliff while clutching a glowing book to their chest, set against a dark red and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC007a,2,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nền tảng lịch sử đã lung lay.","steady shot showing the clean black silhouette of a grand stone temple with columns, cracking and collapsing in slow motion, set against a dark orange and black gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH02_SC007b,2,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Vậy cơ chế 'khoa học sóng não' mà Hill tự xưng có vững chắc dưới lăng kính vật lý sinh học?","steady shot showing a flat 2D vector graphic of a human brain with neon green electromagnetic wave lines radiating, under a magnifying glass, set against a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC001a,3,1,6,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing the clean black silhouette of a man wearing a fedora sitting at a desk under a desk lamp, writing in a large notebook, set against a dark teal and violet gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC001b,3,1,6,"Bộ não phát ra các sóng từ trường dạng vòng tròn lan tỏa vào không gian tối.","steady shot showing a flat 2D vector graphic of a human brain silhouette with circular electromagnetic wave rings expanding outward into dark space, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC001c,3,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hill lập luận như sau.","steady shot showing the clean black silhouette of a man standing before a blackboard covered with complex, glowing math equations, set against a dark violet and magenta gradient background. Symmetrical layout, dramatic chiaroscuro lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
